,name,pincode,cuisine,dietaryRestrictions,dishes,features,latitude,longitude,mealType,numberOfReviews,rankingDenominator,rankingPosition,rating,rawRanking,cuisine_category
75,M Cafe,560066,Indian International Asian      ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,Juice & Smoothies Noodle Pasta Salad Curry Lamb Pesto Cakes Fish Paneer              ,Reservations Outdoor Seating Private Dining Seating Parking Available Validated Parking Valet Parking Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Accepts Credit Cards Table Service               ,12.979564,77.72826,Breakfast Lunch Dinner Brunch Late Night Drinks,727,5993.0,47.0,4.5,4.687880039,Indian
76,Yataii,560052,Japanese Sushi Asian      ,Vegetarian Friendly Vegan Options Gluten Free Options ,Noodle Tempura Ramen Salad Salmon Tuna Prawns Gyoza Sashimi Fish Pork             ,Reservations Outdoor Seating Seating Parking Available Validated Parking Valet Parking Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Accepts Credit Cards Table Service                ,12.991961,77.588104,Lunch Dinner    ,221,5993.0,45.0,5.0,4.706502438,Asian
77,The Creek,560066,Indian Bar International Grill     ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,Pasta Salad Lamb Pesto                    ,Reservations Outdoor Seating Buffet Seating Parking Available Validated Parking Valet Parking Highchairs Available Serves Alcohol Full Bar Wine and Beer Digital Payments Free Wifi Accepts Credit Cards Table Service              ,12.987164,77.73316,Breakfast Lunch Dinner Brunch Late Night Drinks,728,5993.0,16.0,5.0,4.810488701,Indian
78,Sultans of Spice,560095,Indian Asian Afghan      ,Vegetarian Friendly Vegan Options Halal ,Salad Fish Paneer Roti                    ,Delivery Takeout Reservations Seating Parking Available Validated Parking Valet Parking Serves Alcohol Full Bar Accepts American Express Accepts Mastercard Accepts Visa Accepts Credit Cards Table Service               ,12.933427,77.61513,Lunch Dinner Late Night   ,148,5993.0,212.0,4.0,3.561003447,Indian
79,Tamarind,560300,Indian        ,Vegetarian Friendly Vegan Options Gluten Free Options ,                       ,Reservations Seating Validated Parking Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Table Service                     ,13.197349,77.711105,Lunch Dinner    ,145,5993.0,29.0,5.0,4.765840054,Indian
80,Mahesh Lunch Home,560038,Indian Seafood Asian      ,Vegetarian Friendly   ,Crab Lobster Shrimp Curry Clams Prawns Duck Fish Fish Curry Thali Basa             ,Delivery Takeout Reservations Seating Parking Available Valet Parking Serves Alcohol Full Bar Table Service                    ,12.96575,77.641785,Lunch Dinner Late Night Drinks  ,186,5993.0,348.0,3.5,3.338294506,Indian
81,Kesariya,560078,Indian Asian       ,Vegetarian Friendly Vegan Options Gluten Free Options ,Thali Roti                      ,Takeout Reservations Seating Parking Available Validated Parking Valet Parking Table Service                      ,12.906417,77.58967,Lunch Dinner    ,95,5993.0,349.0,4.0,3.337884188,Indian
82,The Permit Room,560025,Indian Bar Pub      ,Vegetarian Friendly Vegan Options Gluten Free Options ,Chilli Chicken Salad Wings Chili Curry Beef Lamb Cakes Fish Pork              ,Takeout Reservations Outdoor Seating Seating Parking Available Highchairs Available Serves Alcohol Full Bar Table Service                    ,12.9703,77.61039,Lunch Dinner Brunch   ,222,76.0,4.0,4.5,4.10725975,Indian
83,Machan,560001,        ,Vegetarian Friendly   ,                       ,Reservations Seating Validated Parking Valet Parking Highchairs Available Serves Alcohol Table Service                      ,12.984181,77.5845,Breakfast Dinner    ,105,5993.0,12.0,5.0,4.825559616,Generic
84,Le Cirque Signature,560008,Italian French European      ,Vegetarian Friendly Vegan Options Gluten Free Options ,Pasta Lobster Salad Calamari Risotto Tiramisu Carbonara Scallops Duck Lamb Pesto Bisque            ,Reservations Private Dining Seating Parking Available Validated Parking Valet Parking Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Free Wifi Table Service                 ,12.960796,77.648476,Lunch Dinner    ,292,5993.0,32.0,5.0,4.759070396,Italian
85,Mangalore Pearl,560042,Indian Seafood Asian      ,Vegetarian Friendly   ,Juice & Smoothies Crab Chili Curry Clams Prawns Fried rice Fish Pork Fish Curry              ,Delivery Takeout Reservations Seating Street Parking Accepts Credit Cards Table Service                      ,12.993555,77.61831,Lunch Dinner    ,152,5993.0,172.0,4.0,3.671695232,Indian
86,Rajdhani Thali,560038,Indian Asian       ,Vegetarian Friendly Vegan Options Gluten Free Options ,Curry Thali Roti                     ,Takeout Reservations Seating Parking Available Wheelchair Accessible Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Accepts Credit Cards Table Service Family style                 ,12.963801,77.641624,Lunch Dinner    ,164,5993.0,291.0,4.0,3.398551702,Indian
87,Ironhill Brewery,560037,Indian Bar Pub      ,Vegetarian Friendly Vegan Options  ,                       ,Reservations Seating Table Service                          ,13.041738,77.54668,Lunch Dinner    ,26,5993.0,393.0,4.0,3.299933195,Indian
88,Shri Sagar (C.T.R),560003,Indian Healthy       ,Vegetarian Friendly Vegan Options  ,                       ,Takeout Seating Table Service Playgrounds                         ,12.998065,77.56961,Breakfast Brunch    ,656,5993.0,69.0,4.5,4.366239071,Indian
89,Chianti Indiranagar,560038,Italian Pizza European Wine Bar     ,Vegetarian Friendly Vegan Options  ,Pasta Lasagne Salad Risotto Tiramisu Salmon Prawns Lamb Pesto Penne              ,Takeout Reservations Seating Parking Available Highchairs Available Serves Alcohol Full Bar Table Service                     ,12.970125,77.64032,Lunch Dinner Brunch   ,142,5993.0,175.0,4.5,3.65423584,Italian
90,The Kabab Studio,560001,Indian Barbecue Asian      ,Vegetarian Friendly Halal  ,Doner Kebab Salad Curry Prawns Fish Paneer Roti                 ,Reservations Buffet Seating Parking Available Validated Parking Valet Parking Serves Alcohol Table Service Live Music                    ,12.985362,77.57953,Lunch Dinner Late Night   ,164,5993.0,206.0,4.0,3.577332497,Indian
91,Hoot,560102,Indian Brew Pub Bar Asian Pub Fusion   ,Vegetarian Friendly   ,Salad Prawns Paneer                     ,Reservations Seating Serves Alcohol Full Bar Table Service                        ,12.914151,77.678604,Lunch Dinner    ,124,76.0,19.0,4.0,3.357571602,Indian
92,Shivaji Military Hotel,560082,Indian Asian       ,Halal   ,Chili Curry                      ,Takeout Seating Table Service                          ,12.917907,77.57396,Lunch Brunch    ,101,5993.0,402.0,4.0,3.291412592,Indian
93,The Only Place,560001,American Steakhouse European      ,Vegetarian Friendly   ,Cheesecake Filet Mignon Fish & Chips Burger Lasagne Moussaka Salad Wings Lamb chops Quiche Beef Apple pie Lamb Pesto Cakes Fish Grilled Fish       ,Takeout Reservations Outdoor Seating Seating Parking Available Highchairs Available Wheelchair Accessible Accepts American Express Accepts Mastercard Accepts Visa Accepts Credit Cards Table Service Family style                ,12.973319,77.60353,Lunch Dinner    ,490,5993.0,101.0,4.0,4.067201138,American
94,Memories Of China,560001,Chinese Asian Cantonese Szechuan Shanghai Hong Kong   ,Vegetarian Friendly Vegan Options Gluten Free Options ,Noodle Chilli Chicken Dim Sum Dumplings Mandarin Duck Peking Duck Chili Prawns Duck Lamb Fried rice Fish Pork           ,Takeout Reservations Buffet Private Dining Seating Validated Parking Valet Parking Wheelchair Accessible Serves Alcohol Full Bar Table Service                  ,12.973274,77.61973,Lunch Dinner Late Night   ,223,5993.0,48.0,4.5,4.677394867,Chinese
95,One Atria Cafe,560001,Indian International       ,Vegetarian Friendly Vegan Options Gluten Free Options ,Curry                       ,Takeout Reservations Outdoor Seating Buffet Seating Parking Available Valet Parking Wheelchair Accessible Serves Alcohol Accepts Credit Cards Table Service Family style                 ,12.979885,77.5863,Breakfast Lunch Dinner Brunch Late Night Drinks,834,5993.0,18.0,5.0,4.797416687,Indian
96,Hakuna Matata,560078,Indian Bar Asian      ,Vegetarian Friendly Vegan Options  ,Ice Cream Paneer                      ,Takeout Reservations Outdoor Seating Seating Parking Available Validated Parking Television Highchairs Available Serves Alcohol Full Bar Table Service                  ,12.894083,77.586624,Lunch Dinner Brunch   ,150,5993.0,164.0,4.0,3.690792561,Indian
97,Koshy's Bar & Restaurant,560001,Indian Bar International      ,Vegetarian Friendly   ,Juice & Smoothies Noodle Sandwiches Fish & Chips Burger Omelette Chicken Sandwich Curry Prawns French Fries Toasts Beef Duck Lamb Fish Pork Roast Turkey Chicken Livers Fish Curry Roti    ,Takeout Seating Serves Alcohol Accepts Credit Cards Table Service                        ,12.975746,77.601494,Breakfast Lunch Dinner Brunch Late Night ,572,5993.0,123.0,4.0,3.84326911,Indian
98,Ssaffron,560001,Indian        ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,Curry Lamb Paneer                     ,Reservations Outdoor Seating Seating Parking Available Valet Parking Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service                  ,12.991831,77.588005,Lunch Dinner    ,1022,5993.0,13.0,5.0,4.833468437,Indian
99,Spice Terrace,560001,Indian Asian       ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,Curry Lamb Paneer Roti                    ,Reservations Outdoor Seating Seating Parking Available Validated Parking Valet Parking Wheelchair Accessible Serves Alcohol Full Bar Accepts American Express Accepts Mastercard Accepts Visa Free Wifi Accepts Credit Cards Table Service              ,12.972126,77.595024,Dinner     ,499,5993.0,42.0,5.0,4.720776558,Indian
100,High Ultra Lounge,560055,Bar Pub       ,Vegetarian Friendly Vegan Options Gluten Free Options ,Noodle Dumplings Tempura Curry Prawns Fish Pork                 ,Reservations Outdoor Seating Seating Parking Available Validated Parking Valet Parking Serves Alcohol Full Bar Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Accepts Discover Accepts Credit Cards Table Service              ,13.012285,77.55617,Lunch Dinner Brunch Late Night Drinks ,396,5993.0,86.0,4.0,4.151268959,Pub
101,The Persian Terrace,560055,Lebanese Mediterranean Middle Eastern Persian     ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,Falafel Salad Hummus Lamb Fish                   ,Reservations Outdoor Seating Private Dining Seating Parking Available Validated Parking Valet Parking Wheelchair Accessible Serves Alcohol Full Bar Accepts Credit Cards Table Service                 ,13.012322,77.555275,Lunch Dinner Brunch   ,241,5993.0,100.0,4.5,4.074336052,Mediterranean
102,Subz,560011,Indian Asian       ,Vegetarian Friendly Vegan Options  ,Noodle Pasta Salad Pesto Paneer Roti                  ,Reservations Seating Validated Parking Valet Parking Highchairs Available Table Service                       ,12.93274,77.58712,Lunch Dinner    ,135,5993.0,219.0,4.0,3.530185699,Indian
103,The Rogue Elephant,560004,Mediterranean        ,Vegetarian Friendly Vegan Options  ,Pasta Salad Hummus Pesto Fish                   ,Takeout Reservations Outdoor Seating Seating Table Service                        ,12.941575,77.5772,Lunch Dinner    ,42,5993.0,278.0,4.5,3.412537575,Mediterranean
104,Lotus Pavilion,560025,Bar International Healthy      ,Vegetarian Friendly Vegan Options Gluten Free Options ,Pasta Salad Pesto                     ,Reservations Seating Parking Available Valet Parking Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Accepts Credit Cards Table Service Gift Cards Available               ,12.966944,77.59611,Lunch Dinner Late Night Drinks  ,620,5993.0,21.0,5.0,4.79292202,Bar
105,Truffles,560095,American Cafe Fast Food      ,Vegetarian Friendly Vegan Options Gluten Free Options ,Sandwiches Pasta Cheeseburger Cheesecake Burger Salad Nachos Lamb Pesto Cakes Fish             ,Delivery Takeout Seating Table Service                         ,12.933545,77.61432,Lunch Dinner Brunch Late Night  ,331,5993.0,93.0,4.5,4.113726616,American
106,"Barbeque Nation - Indiranagar, Bangalore",560071,Indian Barbecue Asian      ,Vegetarian Friendly Vegan Options Halal Gluten Free Options,Cheesecake Crab Doner Kebab Shrimp Tandoori Chicken Salad Curry Prawns Fish Paneer              ,Reservations Buffet Seating Parking Available Validated Parking Valet Parking Highchairs Available Serves Alcohol Accepts Credit Cards Table Service Live Music                  ,12.962763,77.64131,Lunch Dinner Brunch Late Night  ,3336,5993.0,80.0,4.5,4.209087849,Indian
107,13th Floor Lounge Bar,560001,Indian Bar Asian Thai     ,Vegetarian Friendly Vegan Options  ,Beef                       ,Reservations Outdoor Seating Buffet Seating Parking Available Validated Parking Valet Parking Television Wheelchair Accessible Serves Alcohol Full Bar Accepts American Express Accepts Mastercard Accepts Visa Accepts Credit Cards Table Service             ,12.975408,77.605125,Dinner Late Night Drinks   ,498,5993.0,103.0,4.0,4.062652588,Indian
108,Imli Cafe and restaurant,560038,Chinese Indian Asian      ,Vegetarian Friendly Vegan Options  ,Juice & Smoothies Paneer Roti                     ,Delivery Takeout Reservations Outdoor Seating Seating Parking Available Street Parking Wheelchair Accessible Accepts American Express Accepts Mastercard Accepts Visa Accepts Credit Cards Table Service                ,12.979832,77.63963,Lunch Dinner Brunch   ,197,5993.0,248.0,4.0,3.462561607,Indian
109,Communiti,560025,Bar Pub       ,Vegetarian Friendly Gluten Free Options  ,Pasta Burger Salad Nachos Beef Pesto Fish Pork                ,Reservations Outdoor Seating Seating Parking Available Valet Parking Television Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Table Service Dog Friendly                 ,12.972427,77.608246,Lunch Dinner Brunch Drinks  ,195,5993.0,121.0,4.5,3.848855734,Pub
110,Champaca Cafe,560052,African Cafe European Asian Contemporary Ethiopian   ,   ,                       ,                            ,12.98926,77.59912,     ,7,5993.0,788.0,4.5,3.145896673,Asian
111,Maiyas Restaurants Pivate Limited,560011,Indian Asian       ,Vegetarian Friendly Vegan Options Gluten Free Options ,Juice & Smoothies Curry Thali                     ,Takeout Reservations Seating Table Service                         ,12.92872,77.58136,Breakfast Lunch Dinner Brunch Late Night ,330,5993.0,192.0,4.0,3.60879159,Indian
112,Echo Lounge Bar,560103,Indian Bar Pizza International Wine Bar    ,   ,Tapas                       ,Reservations Outdoor Seating Seating Parking Available Highchairs Available Serves Alcohol Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards Table Service Jazz Bar             ,12.936511,77.6933,Lunch Dinner Drinks   ,90,5993.0,10.0,5.0,4.847769737,Indian
113,Gufha,560011,Indian        ,Vegetarian Friendly Vegan Options  ,Paneer Roti                      ,Takeout Reservations Seating Parking Available Validated Parking Valet Parking Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards Table Service            ,12.92742,77.58047,Lunch Dinner    ,208,5993.0,227.0,4.0,3.498026133,Indian
114,Bombay Brasserie,560008,Indian Bar Grill Pub Dining bars    ,Vegetarian Friendly Vegan Options  ,Wings Chili Curry Prawns Fish Paneer Roti                 ,Takeout Reservations Outdoor Seating Seating Serves Alcohol Full Bar Table Service                      ,12.970281,77.64583,Lunch Dinner Brunch   ,171,5993.0,148.0,4.0,3.752454281,Indian
